식품이름,1회제공량 (g),탄수화물 (g),단백질 (g),지방 (g),당류 (g),나트륨 (mg),콜레스테롤 (mg),포화지방산 (g),트랜스지방산 (g)
땅콩빵,68,19.72,3.4,8.16,6.8,65.96,14.28,4.08,0.0
땅콩안에보이젠베리,70,32.0,5.0,12.0,15.0,170.0,35.0,5.0,0.23
땅콩크림빵,70,27.0,6.0,17.0,8.0,190.0,35.0,7.0,0.43
떡스폰지케익,74,25.9,3.7,8.14,13.32,192.4,51.8,2.96,0.0
라즈베리필드,55,16.5,1.65,4.4,7.7,99.0,0.0,2.53,0.0
러브식빵,70,21.0,4.2,2.8,2.8,244.3,4.9,0.7,0.0
러브러브초코,60,19.0,3.0,18.0,13.0,95.0,65.0,8.0,0.21
러블리초코테디,70,25.0,7.0,18.0,17.0,120.0,90.0,8.0,0.2
러블리핑크테디,70,25.0,3.0,18.0,18.0,120.0,90.0,8.0,0.19
레드베리스콘,75,36.0,3.0,7.5,12.0,277.5,15.0,3.75,0.0
로망스초코,55,17.0,3.0,18.0,11.0,90.0,60.0,8.0,0.34
로망스핑크,65,25.0,3.0,17.0,19.0,105.0,60.0,8.0,0.35
롤케익,70,17.5,2.8,7.0,9.8,87.5,80.5,1.05,0.0
루피가만든맛있는케이크,70,30.0,3.0,17.0,22.0,110.0,65.0,8.0,0.25
루피의두유크림빵,65,24.0,4.0,12.0,8.0,160.0,50.0,7.0,0.34
리얼녹차쉬폰,70,13.3,2.1,7.7,8.4,88.2,51.8,4.2,0.0
리틀엔젤초코,55,19.0,3.0,17.0,12.0,95.0,60.0,8.0,0.29
마늘빵,100,60.87,11.19,21.61,7.32,616.28,0.0,9.33,0.0
마늘토스트,100,51.53,7.57,15.43,9.08,516.78,0.0,4.14,0.0
마블링,50,13.0,2.0,4.0,2.75,94.0,0.0,2.0,0.0
마스카포네티라미스,60,14.0,3.0,11.0,10.0,85.0,95.0,8.0,0.27
마이넘버원,70,17.0,3.0,16.0,12.0,60.0,70.0,13.0,0.31
마이넘버원,70,30.0,3.0,13.0,20.0,50.0,50.0,14.0,0.31
마이베이비블루,65,21.0,4.0,15.0,15.0,85.0,95.0,8.0,0.53
마이베이비핑크,65,21.0,4.0,15.0,15.0,85.0,95.0,8.0,0.53
마이프린세스,70,29.0,3.0,18.0,21.0,115.0,65.0,8.0,0.45
마카롱모카,70,23.0,3.0,17.0,18.0,100.0,80.0,8.0,0.34
마카롱쇼콜라,70,23.0,4.0,17.0,17.0,120.0,90.0,7.0,0.34
말랑말랑샌드위치소,65,18.2,3.25,2.6,1.95,163.8,3.9,1.3,0.0
말랑말랑샌드위치통,70,21.0,3.5,2.8,2.1,190.4,4.2,1.4,0.0
맛있으면바나나,80,25.6,4.0,6.4,16.8,60.0,92.0,2.72,0.0
망고쿠키먼치킨,60,24.0,1.8,7.2,8.4,126.0,10.8,2.82,0.0
매실생크림,70,11.9,1.4,7.0,8.4,39.2,25.9,4.9,0.0
머핀,51,14.28,1.02,3.57,7.14,48.45,12.75,1.53,0.0
먹으면먹을수록순수담백,60,16.2,2.4,0.9,1.8,138.0,2.99,0.6,0.0
메이플쉬폰,70,13.3,2.8,9.1,7.7,52.5,53.2,3.5,0.0
메이플스콘,75,34.5,3.75,9.0,11.25,307.5,11.25,3.75,0.0
메이플애플파운드,70,23.1,3.5,12.6,14.0,119.0,31.5,4.9,0.0
메이플파운드,74,28.86,3.7,11.1,16.28,222.0,44.4,4.44,0.0
명가명품녹차,50,29.0,3.0,2.0,21.0,25.0,75.0,0.5,0.01
명가명품벌꿀,50,29.0,3.0,2.0,21.0,25.0,75.0,0.5,0.01
명가명품초코,50,14.5,1.5,1.0,10.5,12.5,37.5,0.5,0.0
명가명품녹차카스테라,50,14.5,1.5,1.0,10.5,12.5,37.5,0.25,0.0
명가명품벌꿀카스테라,50,14.5,1.5,1.0,10.5,12.5,37.5,0.25,0.0
명가통팥가득만주,70,35.7,4.9,1.68,18.9,66.5,21.0,0.77,0.0
모카플라워,57,12.54,1.71,7.98,9.12,55.86,27.93,3.99,0.0
모카단케이크,65,20.0,3.0,18.0,15.0,100.0,85.0,8.0,0.22
모카레즌생크림빵,72,23.04,2.88,8.64,9.36,144.72,8.64,4.32,0.0
모카롤,67,26.13,3.35,3.35,12.06,60.3,90.45,1.74,0.0
모카쉬폰,70,12.6,2.8,9.8,8.4,51.8,67.9,4.9,0.0
모카슈생크림,60,10.8,1.8,7.2,6.6,32.4,54.6,4.2,0.0
모카스폰지,70,23.8,2.8,7.7,16.1,97.3,81.9,4.2,0.0
모카초코칩머핀,62,21.7,3.1,9.3,12.4,155.0,31.0,3.72,0.0
모카치즈케익,63,15.75,3.15,6.93,8.82,100.8,22.05,3.78,0.0
모카크림빵,67,18.76,2.68,8.71,8.04,34.17,12.73,4.69,0.0
모카크림식빵,100,53.25,6.59,17.96,14.83,318.39,0.0,7.55,0.0
모카플라워,57,12.54,13.11,7.98,9.12,55.86,27.93,3.99,0.0
목초란을넣은우유듬뿍빵,90,39.0,7.0,12.0,16.0,210.0,75.0,7.0,0.37
무설탕식빵,70,18.9,4.2,3.5,0.0,210.0,24.5,1.4,0.0
미니호두크랜베리,74,19.98,2.96,17.76,11.84,103.6,56.24,1.7,0.0
미니도넛팩,63,21.42,2.52,11.34,6.93,214.2,0.0,5.04,0.0
미니딸기샌드,65,18.2,2.6,3.51,3.25,149.5,1.3,1.82,0.0
미니땅콩샌드,65,17.55,2.6,4.36,2.6,149.5,0.65,2.21,0.0
미니롤케익,50,11.5,2.0,3.0,7.0,40.5,57.5,1.5,0.0
미니만주,65,27.95,3.25,1.95,14.95,130.0,16.25,0.71,0.0
미니본델리슈,50,14.5,1.5,1.0,10.5,12.5,37.5,0.25,0.0
미니쉬폰,60,19.8,3.0,5.4,5.4,156.0,66.0,2.88,0.0
미니약식파운드프레젠용,70,21.7,2.8,6.3,11.9,189.7,51.1,1.4,0.0
미니치즈케익,55,14.85,2.2,4.95,6.05,132.0,41.25,1.87,0.0
미니치즈파운드프레젠용,57,13.11,2.28,7.41,6.27,112.86,37.62,3.99,0.0
미니카페케이크,60,20.0,3.0,19.0,12.0,95.0,75.0,8.0,0.29
미니호두파운드프레젠용,62,16.74,2.48,8.68,7.44,111.6,43.4,4.34,0.0
미니호두파이,110,50.6,11.0,33.0,23.1,115.5,88.0,8.8,0.0
미미가좋아하는초코칩크림빵,60,26.0,3.0,9.0,8.0,190.0,17.0,6.0,0.0
미스베어,30,17.0,2.0,9.0,9.0,75.0,45.0,6.0,0.62
미스터베어,30,15.0,2.0,8.0,9.0,75.0,45.0,5.0,0.51
밀그플러스우유식빵,70,21.0,3.5,3.5,2.1,192.5,5.6,2.1,0.0
밀크쇼콜라,70,18.9,2.8,13.3,11.9,91.0,56.0,4.9,0.0
바나나생크림,60,9.0,1.2,6.0,6.6,18.6,41.4,3.6,0.0
바나나소프트케익,65,22.75,3.25,5.2,11.05,65.0,39.0,1.37,0.0
바나나호두머핀,110,59.4,9.9,27.5,29.7,418.0,55.0,6.6,0.0
바바리안먼치킨,70,18.2,2.1,7.0,5.6,182.0,0.0,2.8,0.0
바바리안필드,60,17.4,1.8,6.6,4.8,186.0,0.0,2.64,0.0
바삭바삭페스트리토스트,65,18.85,3.25,5.2,1.95,183.95,9.75,3.25,0.0
바움쿠헨플레인,70,18.9,3.5,9.1,12.6,31.5,80.5,1.75,0.0
밤빵,68,21.76,2.72,2.04,6.12,64.6,6.8,1.36,0.0
버터러스크,80,24.0,2.4,19.2,9.6,168.0,44.0,12.0,0.43
버터스틱,76,28.12,4.56,9.12,6.84,342.76,48.64,4.56,0.0
버터파인애플빵,63,15.75,1.89,8.19,6.3,98.91,10.08,4.41,0.0
베리메리생크림호,70,18.9,2.1,6.3,13.3,62.3,35.7,3.5,0.0
베리베리롤케익,70,21.0,2.8,7.0,14.0,73.5,70.0,1.75,0.0
베리요거트스푼,68,13.6,1.36,6.8,10.2,37.4,27.2,4.08,0.0
베리잼듬뿍요거티크림빵,65,16.9,2.6,6.5,5.85,104.0,19.5,3.9,0.0
베이컨풀어파츠,82,24.6,9.84,8.2,2.46,336.2,0.0,4.1,0.0
베티블루베리쉬폰,70,17.5,1.4,7.0,10.5,63.0,35.0,3.5,0.0
벨기에밀크쇼콜라,70,24.0,4.0,18.0,17.0,115.0,95.0,8.0,0.19
벨기에화이트초코호,65,24.0,3.0,17.0,17.0,105.0,85.0,8.0,0.14
보리카스테라,100,53.0,8.0,10.0,32.0,340.0,130.0,2.8,0.0
보스톤,60,21.0,2.4,3.0,6.6,110.4,0.0,3.17,0.0
본델리슈,50,14.5,1.5,1.0,10.5,12.5,37.5,0.25,0.0
부드러운초코쉬폰,70,21.0,3.0,12.0,12.0,85.0,50.0,3.0,0.23
부드러운우유식빵,90,37.8,8.1,3.51,16.2,369.0,0.0,1.98,0.0
부드러운카푸치노,54,17.0,2.0,19.0,11.0,90.0,60.0,7.0,0.28
부드럽고촉촉한고구마케익,75,27.75,3.75,7.5,13.5,67.5,41.25,2.33,0.0
부드럽고촉촉한모카케익,75,26.25,3.75,7.5,12.75,63.75,37.5,2.4,0.0
부드럽고촉촉한초코케익,75,24.75,3.75,9.0,14.25,51.0,62.25,3.75,0.15
부드럽고촉촉한치즈케익,75,27.0,3.75,8.25,13.5,67.5,37.5,2.78,0.0
붕붕꼬마버스타요,60,21.0,3.0,18.0,13.0,90.0,70.0,8.0,0.15
브라운브레드,124,79.36,9.92,11.16,18.6,496.0,0.0,4.34,0.0
블루마운틴모카빵,73,29.2,3.65,3.65,10.22,195.64,18.25,1.46,0.0
블루베리먼치킨,50,13.5,1.5,4.5,6.0,125.0,0.0,1.9,0.0
블루베리치즈케익도넛,77,23.87,3.85,13.86,10.01,107.8,0.0,6.93,0.0
블루베리크림치즈,90,43.2,4.5,12.6,10.8,459.0,2.7,5.4,0.0
블루베리롤케익,70,28.0,4.0,10.0,14.0,105.0,115.0,2.0,0.04
블루베리머핀,90,35.1,4.5,22.5,18.0,270.0,77.4,2.25,0.45
블루베리쉬폰,70,23.0,2.0,11.0,16.0,90.0,50.0,6.0,0.11
블루베리슬림케익,57,7.98,3.42,4.56,5.13,80.94,9.69,2.28,0.0
블루베리요거트듬뿍,70,25.0,4.0,14.0,15.0,85.0,80.0,7.0,0.11
블루베리요거트케이크,70,14.0,2.1,10.5,7.0,56.0,42.0,4.9,0.0
블루베리치즈쉬폰,62,9.92,1.86,5.58,6.2,44.02,47.12,2.48,0.0
블루베리치즈슬림,47,6.11,0.94,3.29,3.76,39.95,9.87,1.88,0.0
블루베리치즈케이크,70,11.9,2.1,9.1,7.7,66.5,38.5,4.2,0.35
블루베리컵케익,48,9.6,0.96,1.44,4.8,72.0,14.4,0.48,0.0
블루베리케익,60,10.8,1.2,6.6,7.8,38.4,6.6,4.2,0.0
블루베리크림치즈머핀,100,44.22,6.01,23.42,15.9,173.66,0.0,10.16,0.0
블루베리크림치즈케이크,70,19.0,4.0,14.0,13.0,105.0,45.0,9.0,0.27
블루베리필드,60,19.2,1.8,6.0,7.8,180.0,0.0,2.58,0.0
블루베리휘낭시에,30,4.12,0.38,2.25,2.62,16.88,0.0,0.71,0.0
블루베리힐머핀,90,35.1,4.5,22.5,18.0,270.0,77.4,2.25,0.45
비스코티라이트,30,5.1,0.6,1.5,1.2,51.0,4.5,1.05,0.0
비스코티시나몬,30,4.8,0.6,1.8,0.9,69.0,45.0,1.05,0.0
빅검은깨고구마앙금빵,100,56.09,7.31,5.95,11.37,208.26,0.0,2.18,0.0
빅아몬드통팥빵,100,45.24,6.59,5.52,15.77,206.05,0.0,2.0,0.0
뽀로로소풍가는날,65,23.0,3.0,18.0,14.0,95.0,75.0,8.0,0.34
뽀로로와친구들의음악회,70,25.0,3.0,19.0,17.0,120.0,80.0,8.0,0.29
뽀로로의기차여행,70,28.0,3.0,18.0,18.0,105.0,75.0,8.0,0.33
뽀롱뽀롱마들렌,25,2.5,0.5,1.5,1.5,6.25,12.5,0.75,0.12
쁘디롤,74,26.64,3.7,6.66,16.28,77.7,152.44,2.96,0.0
쁘띠녹차롤,62,14.88,2.48,8.68,8.68,53.32,57.04,4.34,0.0
쁘띠딸기롤,63,15.75,1.89,8.19,10.08,32.13,47.25,4.41,0.0
쁘띠러브초코,47,7.52,0.94,6.58,5.64,23.03,21.62,3.29,0.0
쁘띠만주,50,12.0,1.0,0.35,7.0,32.5,9.0,0.15,0.0
쁘띠모카롤,59,14.16,1.77,7.67,10.03,24.19,77.29,4.13,0.0
쁘띠블루베리쉬폰,70,23.0,3.0,11.0,16.0,100.0,60.0,6.0,0.17
쁘띠초코롤,61,14.64,1.83,8.54,9.15,48.19,54.9,4.27,0.0
쁘띠치즈케이크,70,20.0,5.0,14.0,14.0,95.0,105.0,10.0,0.31
쁘띠카스테라,70,26.6,3.5,2.8,18.2,30.1,97.3,0.7,0.0
쁘띠컬렉션,60,17.4,2.4,9.0,10.2,108.0,42.0,0.6,0.0
사각사각애플필드,50,11.5,1.5,3.5,5.5,85.0,0.0,2.15,0.0
사과도라야끼,60,19.2,1.8,1.14,12.0,48.0,21.0,0.3,0.0
사랑받는롤케익,70,19.6,3.5,7.0,11.2,79.8,74.9,1.4,0.0
사랑에빠진하트,65,22.75,2.6,9.1,7.8,201.5,0.0,4.55,0.0
산딸기롤케익,70,21.7,2.8,5.6,12.6,63.0,77.0,1.05,0.0
산딸기크림치즈파이,100,39.74,5.49,30.85,10.13,438.46,0.0,12.95,0.0
삼흑식빵,70,32.0,5.0,3.0,7.0,240.0,10.0,1.5,0.07
상큼예산사과애플링,100,43.55,8.37,10.98,2.8,362.2,0.0,3.95,0.0
상큼한블루베리롤,70,19.6,2.8,7.0,11.2,73.5,80.5,1.4,0.0
새콤달콤베리스푼,80,18.4,1.6,8.0,13.6,54.4,27.2,5.6,0.0
생일을축하해,65,25.0,3.0,17.0,16.0,95.0,70.0,8.0,0.35
생크림소보루빵,100,50.72,7.83,20.76,9.39,172.65,0.0,7.44,0.0
생크림슈,56,5.6,1.68,6.72,1.68,58.8,37.52,3.92,0.0
생크림페스티발,69,12.42,2.07,8.28,7.59,77.28,29.67,4.14,0.0
샤뜰레케익,70,21.0,3.5,9.8,13.3,161.0,52.5,5.6,0.0
샤르르녹는고구마케익,80,32.8,4.0,6.4,18.4,121.6,80.0,3.2,0.0
샤르르녹는치즈번,70,25.9,2.8,4.9,9.8,203.0,17.5,1.05,0.0
샤르르르녹는치즈케익,82,30.34,4.1,10.66,18.04,85.28,78.72,4.92,0.0
샤르망,70,15.4,1.4,7.7,10.5,57.4,33.6,4.9,0.0
소보로빵,73,29.93,3.65,5.11,10.95,183.96,16.79,2.19,0.0
소세지빵,68,12.24,5.44,6.8,2.04,266.56,9.52,2.72,0.0
소시지풀어파츠,92,25.76,16.56,11.04,0.92,358.8,0.0,4.6,0.0
소프트롤,84,30.24,5.88,9.24,6.72,292.32,31.08,4.2,0.0
소프트생크림식빵,70,22.4,3.5,2.8,2.8,215.6,2.1,1.4,0.0
쇼코엘레강,50,9.0,1.5,6.5,6.5,23.0,30.5,3.5,0.0
쇼콜라단케이크,60,20.0,3.0,18.0,13.0,95.0,70.0,8.0,0.22
쇼콜라후르츠롤케이크,70,6.3,2.1,3.5,2.8,45.5,73.5,1.4,0.0
순수우유롤,100,49.93,8.19,5.42,10.5,312.16,0.0,2.7,0.0
순우리쌀케이크,60,15.0,3.0,7.0,5.0,60.0,110.0,8.0,0.23
슈가레이즈드,70,28.0,3.5,12.6,5.6,357.0,0.0,4.9,0.0
슈거코티드,49,12.25,1.47,5.39,4.41,68.6,0.0,2.25,0.0
슈크림빵,70,29.0,5.0,5.0,10.0,170.0,75.0,3.0,0.06
스위스밀크쇼콜라,70,25.0,4.0,18.0,17.0,115.0,95.0,8.0,0.19
스위트롤,68,23.12,3.4,3.4,8.16,163.88,14.28,1.36,0.0
스위트후르츠,70,16.8,1.4,6.3,11.9,54.6,32.2,4.2,0.0
스윗월넛파운드,60,14.4,2.4,9.6,7.2,51.0,30.0,3.6,0.0
스콘,100,48.13,8.29,25.25,14.6,543.01,0.0,13.38,0.0
스타볼,100,34.0,4.0,2.8,21.0,40.0,55.0,0.5,0.0
스트로베리쿠키먼치킨,60,23.4,1.8,7.8,10.8,126.0,10.8,2.88,0.0
스트로베리크림치즈,90,45.9,4.5,12.6,11.7,459.0,2.7,5.4,0.0
스트로베리먼치킨,48,13.92,0.96,4.32,4.8,120.0,0.0,1.78,0.0
스트로베리플라워타트,65,20.15,2.6,6.5,3.9,227.5,0.0,2.54,0.0
스트로베리필드,60,21.6,1.8,6.0,6.6,186.0,0.0,2.46,0.0
스틱소보루,80,34.4,4.8,6.4,12.0,184.0,28.0,2.4,0.4
스페셜호,70,23.0,3.0,21.0,13.0,160.0,85.0,9.0,0.3
스폰지,70,21.7,2.8,7.7,14.7,100.8,92.4,4.2,0.0
스프링녹차롤,70,18.9,3.5,7.7,11.2,77.0,87.5,1.05,0.0
시간이만든부드러운토스트,70,21.7,3.5,2.45,2.8,217.0,7.0,1.4,0.0
시나몬레이즌베이글,120,79.2,13.2,3.0,13.2,684.0,0.0,0.0,0.0
시나몬츄러스,80,22.4,4.8,16.0,1.6,160.0,8.0,3.2,0.0
시나몬프레첼,100,68.39,9.02,6.74,6.63,487.42,0.0,2.8,0.0
시즌롤세트,70,19.6,3.5,7.0,9.8,71.4,83.3,1.4,0.0
시크릿,70,19.0,3.0,16.0,30.0,80.0,40.0,9.0,0.49
식이섬유토스트식빵,90,39.6,8.1,3.51,1.8,351.0,0.0,2.16,0.0
쌀로만든라이스크런치,50,16.5,1.0,4.5,4.5,120.0,150.0,2.05,0.25
쌀로만든고소한라이스,50,15.0,1.0,5.0,2.5,135.0,171.0,2.35,0.25
썸머산딸기롤,70,21.0,2.8,4.2,12.6,70.0,80.5,0.7,0.0
아몬드트위스터,50,12.0,2.0,5.5,4.0,100.0,0.0,2.5,0.0
아몬드롤케익,70,18.2,3.5,8.4,11.2,77.0,84.0,1.4,0.0
아몬드초코크런치,50,13.5,2.0,7.0,2.0,150.0,0.0,3.5,0.0
아침보리,70,23.1,3.5,2.1,4.2,149.8,2.1,0.7,0.0
아침엔소프트모닝플러스,70,21.7,3.5,2.8,3.5,175.0,7.0,1.75,0.0
아침이상쾌한고식이섬유식빵,70,21.7,3.5,2.1,2.8,217.0,7.0,1.4,0.0
앙팡마들렌,60,17.4,1.8,7.8,10.2,39.0,51.0,4.2,0.0
애프터눈모카,60,21.0,3.0,17.0,14.0,100.0,63.0,8.0,0.26
애플시나몬머핀,100,44.06,5.05,21.2,17.9,137.13,0.0,10.31,0.0
약식파운드,70,21.7,2.1,6.3,11.9,195.3,44.1,1.4,0.0
어니언베이글,100,53.62,10.16,1.36,4.42,343.03,0.0,0.28,0.0
엄마가미는우리쌀식빵,70,21.0,3.5,2.45,1.4,175.0,3.5,1.4,0.0
엄마가미는쌀식빵,70,30.0,5.0,3.5,2.0,250.0,5.0,2.0,0.09
에뚜아르초코,60,19.0,3.0,18.0,12.0,100.0,70.0,8.0,0.34
엔젤스폰지,70,28.0,4.0,10.0,15.0,130.0,110.0,2.5,0.22
엔젤케익,70,21.0,3.5,7.0,14.0,32.9,144.2,2.8,0.0
엘핀단팥빵,120,69.6,9.6,8.4,36.0,300.0,24.0,1.2,0.6
연유크림스틱브래드,60,13.2,2.4,4.8,1.8,120.0,12.0,3.0,0.3
오늘은마이테디의생일케이크,70,27.0,4.0,21.0,15.0,120.0,75.0,6.0,0.25
오리지날카스테라,50,14.5,2.0,1.15,9.5,45.0,40.0,0.4,0.0
오리지널글레이즈드,52,11.44,1.04,5.72,2.6,78.0,0.0,1.82,0.0
오리지널크러핀,85,37.4,4.25,15.3,2.55,34.0,0.0,3.91,0.0
오리지널케익먼치킨,52,16.64,2.08,6.76,2.08,161.2,15.6,3.12,0.0
오메가곡물식빵,70,21.0,4.2,3.15,2.1,203.0,10.5,0.7,0.0
오후의카페모카,60,16.0,3.0,18.0,12.0,95.0,80.0,8.0,0.17
옥수수듬뿍옥수수식빵,100,50.81,9.64,6.4,7.96,314.13,0.0,2.86,0.0
옥수수스폰지대,70,16.8,2.1,8.4,11.9,140.0,59.5,1.4,0.0
옥수수스폰지케익소,60,16.2,1.8,5.4,9.0,84.0,45.0,2.4,0.0
옥수수식빵,70,21.7,3.5,2.1,2.8,224.0,0.0,1.4,0.0
옥수수조리빵,100,22.23,11.15,19.46,0.68,410.36,0.0,4.59,0.0
옥수수카스테라,100,54.0,8.0,10.0,30.0,160.0,110.0,2.5,0.0
요거트딸기롤,60,8.4,1.8,6.0,5.4,51.0,57.0,2.7,0.0
요거트롤블루베리,60,7.8,2.4,6.0,4.8,51.0,57.0,2.7,0.0
요거트쉬폰,61,10.37,1.22,6.71,7.93,36.6,22.57,4.27,0.0
요거트실키롤딸기,60,8.4,1.8,6.0,5.4,51.0,57.0,2.7,0.0
요거트실키롤블루베리,60,7.8,2.4,6.0,4.8,51.0,57.0,2.7,0.0
우리땅에서난우리밀식빵,70,22.4,3.5,4.9,4.2,196.0,21.0,3.15,0.35
우리밀갈릭브레드칩,40,10.0,1.2,3.2,3.2,84.0,6.0,1.6,0.0
우리밀모카케익도넛,55,17.6,1.65,6.6,9.35,110.0,18.7,2.75,0.0
우리밀우리보리식빵,70,22.4,3.5,1.75,2.8,203.0,3.5,1.05,0.0
우리보리모닝롤,100,57.13,9.33,7.74,9.09,385.28,0.0,2.78,0.0
우리콩롤,70,18.2,4.9,9.8,11.2,70.7,121.8,4.2,0.0
우울할땐달콤한초코롤,55,11.55,1.65,4.4,6.6,68.75,44.0,0.55,0.0
우유식빵,70,21.7,3.5,3.5,2.8,189.0,7.0,2.1,0.0
월넛바나나머핀,90,34.2,4.5,25.2,15.3,243.0,75.6,3.78,0.0
윈터모카롤,70,19.6,3.5,7.7,11.9,66.5,80.5,1.05,0.0
유산균이들어있는애플요거티,60,13.8,1.8,7.2,5.4,69.0,27.0,4.8,0.0
일곱가지곡물식빵,90,35.1,8.1,4.23,2.7,360.0,0.0,2.43,0.0
자색고구마롤,70,18.9,2.8,9.8,11.9,84.0,126.7,4.9,0.0
자색고구마카스테라,50,14.0,2.0,1.35,8.5,42.5,37.5,0.35,0.0
자연그대로,70,21.0,3.5,2.45,2.1,217.0,3.5,1.75,0.0
저온숙성시간부드러운토스트,70,21.7,3.5,2.45,2.8,217.0,7.0,1.4,0.0
전원속으로버터이야기,70,21.7,3.5,4.2,2.8,182.7,22.4,2.1,0.0
전원속으로옥수수이야기,70,21.0,3.5,3.5,2.1,181.3,8.4,2.1,0.0
전원속으로우유이야기,70,21.0,3.5,2.8,2.1,190.4,4.2,1.4,0.0
전원속으로잡곡이야기,70,21.7,4.2,2.8,2.8,180.6,10.5,1.4,0.0
정통파운드케익,60,15.0,1.8,8.4,7.2,57.0,48.0,4.2,0.3
젤리롤,70,20.3,2.8,3.5,11.9,31.5,115.5,0.42,0.0
진한치즈케이크,55,6.6,1.65,6.6,4.95,49.5,49.5,3.85,0.0
쫀득쫀득한찰깨빵,100,62.32,5.47,13.7,7.45,496.81,0.0,3.85,0.0
쫄깃한곡물식빵,110,46.0,8.0,2.0,5.0,410.0,6.06,1.5,0.0
쫄깃한이탈리안식빵,100,48.61,8.46,7.37,5.53,349.4,0.0,3.38,0.0
쫄깃한찰떡브레드,100,50.69,9.0,3.98,8.83,371.64,0.0,0.89,0.0
착한주종단팥빵,120,91.2,13.2,2.4,32.4,288.0,12.0,1.2,0.0
찰떡빵,86,40.42,3.44,2.58,14.62,202.96,14.62,0.86,0.0
찰진슈크림빵,95,35.15,5.7,9.5,9.5,247.0,19.0,6.65,0.0
찰토스트,70,22.4,3.5,2.8,2.1,184.1,3.5,1.4,0.0
체리생크림,53,7.42,1.06,5.83,5.83,22.79,19.61,3.18,0.0
체리파크호,70,15.4,1.4,5.6,10.5,56.0,32.9,3.5,0.0
초코앤화이트케이크,70,18.0,3.0,12.0,9.0,45.0,65.0,3.0,0.26
초코화이트커플,70,13.3,2.1,8.4,9.1,33.6,48.3,4.9,0.0
초코화이트케이크,70,12.6,2.1,8.4,6.3,31.5,45.5,2.1,0.35
초코롤,62,15.5,2.48,8.68,9.3,49.6,57.04,4.34,0.0
초코만주,66,27.06,4.62,5.28,13.2,56.1,23.1,1.98,0.0
초코머핀,80,32.8,3.2,15.2,17.6,240.0,52.8,2.96,0.0
초코미니쉬폰,60,19.8,3.0,4.8,10.8,69.0,39.0,2.28,0.0
초코베어,30,4.26,0.47,2.84,2.84,28.42,0.0,0.38,0.0
초코본델리슈,50,14.5,1.5,1.0,10.5,12.5,37.5,0.5,0.0
초코소라,50,26.0,3.0,5.0,14.0,130.0,20.0,2.5,0.05
초코소프트케익,65,20.15,3.9,7.15,10.4,71.5,22.75,2.34,0.0
초코쉬폰,70,14.7,2.8,9.1,10.5,114.8,38.5,4.2,0.0
초코스콘,75,35.25,3.0,8.25,11.25,240.0,15.0,4.5,0.0
초코스틱,30,4.2,0.6,2.4,1.2,21.9,1.5,0.81,0.0
초코올드훼션드,55,16.5,1.65,8.25,1.65,82.5,25.3,4.4,0.0
초코와블루베리의듀얼스토리,48,9.84,0.96,4.32,4.8,70.8,16.8,0.48,0.0
초코체리휘낭시에,30,12.0,2.0,7.0,7.0,40.0,10.0,3.5,0.12
초코츄이스티,70,18.9,1.4,10.5,7.0,84.0,16.8,4.9,0.0
초코칩머핀,80,28.0,4.0,13.6,12.0,151.2,48.8,3.2,0.0
초코칩스콘,75,27.75,3.0,9.0,8.25,262.5,33.75,6.0,0.0
초코칩쏙쏙화이트브레드,60,30.0,4.0,7.0,12.0,140.0,10.0,3.5,0.0
초코칩피칸쿠키,100,70.21,5.44,17.81,21.81,368.38,0.0,10.11,0.0
초코컵케익,48,10.08,0.96,4.32,4.8,64.8,0.0,0.96,0.0
초코휘낭시에,30,4.12,0.38,2.25,2.62,18.75,0.0,0.75,0.0
초콜릿아이스드커스터드필드,76,22.8,3.04,12.16,6.84,114.0,0.0,5.32,0.0
초콜릿머핀,75,24.75,2.25,12.0,14.25,210.0,45.0,1.88,0.37
초콜릿케익화이트호,55,11.55,1.65,7.7,8.8,50.05,25.85,3.85,0.0
초콜릿케익화이트단호,58,13.92,1.74,8.12,9.28,27.84,42.34,4.06,0.0
초콜릿케익화이트미니,51,10.2,1.02,7.14,7.65,41.31,20.4,3.57,0.0
촉촉한고구마케익,80,29.6,4.0,12.0,16.8,60.0,64.0,4.8,0.0
촉촉한옥수수크럼블,60,10.8,2.4,3.6,8.4,162.0,60.0,0.96,0.0
촉촉한치즈케익,80,29.6,4.0,12.0,16.8,72.0,64.0,4.8,0.0
촉촉한초코케익,62,19.84,3.1,6.82,13.64,117.8,71.3,2.79,0.0
촉촉한치즈머핀,56,13.44,1.68,6.72,6.16,115.92,24.08,1.68,0.0
촉촉한케익,62,18.6,3.1,6.2,11.78,99.2,40.3,2.11,0.0
쵸코가나쉬,50,9.0,1.5,6.5,6.5,23.0,28.0,3.5,0.0
쵸코블러섬,55,11.0,1.65,7.15,7.7,26.95,36.3,3.85,0.0
쵸코크림브레드,114,69.54,7.98,7.3,20.52,315.78,4.56,3.76,0.0
쵸콜릿케이크쵸코호,55,11.55,1.65,7.15,8.25,24.2,36.85,3.85,0.0
쵸콜릿케이크쵸코미니,50,9.5,1.5,6.5,7.0,20.0,27.5,3.5,0.0
추억의단팥빵,80,39.2,5.6,1.6,4.8,96.0,8.8,0.88,0.0
치즈풀어파츠,110,62.7,12.1,5.5,1.1,422.4,0.0,2.2,0.0
치즈가부드러운시간,100,27.13,7.04,23.45,3.73,110.53,0.0,7.19,0.0
